"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
850,0,72.8,0,5.64,2.55,0,10.1,3,26,1600000,11000,177,84,1,3000000,4,152,4,1
1621,0.17,76.1,0.11,3.61,0.89,0,7.11,3,21,11500000,21000,175,30,1,24200000,4,1359,5,2
285,0,81.6,0,7.5,3.75,0,7.5,3,23,4e+06,48000,178,4,1,7900000,1,45,1,2
1541,0.64,71.6,0.06,0.88,0.64,0,4.21,4,26,7500000,24000,186,21,1,15600000,4,86,5,4
1273,0.71,71.1,0.21,2.27,0.99,0,5.18,4,19,850000,3000,189,3,1,2200000,1,1639,5,2
346,0,84.3,0,1.58,1.05,0,11.8,4,18,7e+06,29000,170,4,0,17300000,1,431,1,4
2361,0.04,82.4,0,3.7,2.82,0,10.4,2,21,6500000,17000,178,7,1,15000000,1,67,2,2
1386,0,83,0,1.95,1.23,0,5.13,2,27,2.5e+07,55000,185,12,1,42500000,1,25,3,2
859,0,85.4,0,4.63,2.63,0,11.8,3,31,2.1e+07,63000,185,9,1,43100000,3,9,2,1
2348,0.04,81.7,0.04,4.48,4.14,0,10.7,2,22,825000,4000,186,24,0,1700000,5,175,4,3
1623,0.06,70.3,0,8.61,3.17,0,10.2,2,27,1.1e+07,30000,168,57,0,21700000,4,1359,5,3
3232,0.47,69.2,0.25,0.72,1.06,0,4.18,4,27,129500000,240000,188,4,1,246100000,1,23,1,3
3420,0,79.1,0,0,0,0.08,4.11,1,34,13500000,125000,188,3,0,25700000,1,23,1,1
1613,0.28,78.4,0.28,2.46,0.34,0,5.31,4,25,3.1e+07,77000,175,9,1,55000000,3,10,3,3
1463,0,85.4,0.06,6.26,0.92,0,10.6,3,23,1800000,6000,180,3,0,4000000,1,2396,5,3
2515,0.04,87.3,0,3.37,4.66,0,10.2,2,28,42500000,155000,194,4,1,81800000,1,24,1,3
1826,0.05,76.8,0.05,4.19,3.74,0,8.67,2,30,9e+06,22000,173,7,1,18900000,1,62,2,2
1267,0.14,79.7,0,5.04,1.28,0,9.08,3,25,6500000,16000,181,57,1,13500000,4,2194,5,3
3220,0,82.6,0.03,4.16,3.6,0.06,6.54,2,23,1700000,6000,184,3,1,3500000,1,382,5,1
2495,0.18,82.7,0.22,3.29,0.9,0,9.53,4,32,29500000,82000,177,88,1,50200000,1,28,3,1
1661,0,90.7,0,4.05,3.68,0.11,7.78,2,23,7500000,23000,191,54,1,15600000,4,379,5,2
1367,0.13,66.3,0,2.3,1.12,0,4.67,4,27,2500000,19000,187,43,1,4500000,1,596,4,1
304,0,79.2,0,4.12,4.41,0,13.5,2,31,2100000,24000,188,43,1,3600000,1,70,4,1
1931,0,76.8,0,4.79,2.74,0,5.91,2,28,2800000,16000,181,15,1,5900000,2,157,2,1
1931,0,76.8,0,4.79,2.74,0,5.91,4,21,350000,500,181,15,1,543000,2,169,67,3
2890,0.09,84.1,0.31,3.58,2.27,0.03,8.5,2,29,15500000,49000,175,60,1,29500000,4,2500,5,2
2890,0.09,84.1,0.31,3.58,2.27,0.03,8.5,3,20,350000,750,182,16,1,726000,1,450,67,1
912,0,86.6,0.1,3.56,0.79,0,7.43,3,25,12500000,66000,176,4,1,24700000,1,23,1,3
307,0,70.5,0,7.35,0.59,0,8.82,3,22,4900000,19000,179,23,0,9300000,1,113,4,3
1319,0.27,73.7,0.2,2.72,0.61,0,8.91,4,28,42500000,170000,181,32,0,78600000,4,5,1,4
1105,0,86.7,0.08,3.25,1.54,0,8.78,2,27,2e+06,30000,173,2,0,4000000,2,1422,5,3
1105,0,86.7,0.08,3.25,1.54,0,8.78,4,27,1300000,5000,178,2,1,2700000,2,371,6,1
1065,0.17,58.9,0.17,4.15,1.02,0,7.54,3,26,6500000,27000,184,7,1,14800000,1,167,2,4
812,0.11,87.7,0,4.22,3.33,0,6.89,3,28,5500000,23000,183,3,1,12000000,1,22,2,1
3087,0.5,71.9,0.15,1.02,0.41,0,5.63,4,33,2.7e+07,46000,176,7,0,56700000,1,62,2,2
1934,0.09,80.4,0,4.98,2.05,0.05,13,3,25,4300000,18000,185,52,1,10300000,4,1220,2,3
3147,0.03,76.4,0.06,2.54,2.14,0,8.43,2,29,3700000,17000,174,69,1,8100000,1,206,2,2
2091,0.3,72.3,0.09,1.55,0.91,0,4.61,4,27,11500000,37000,185,131,1,19600000,4,70,4,2
1636,0.27,70.3,0.11,0.99,0.82,0,3.41,4,29,4200000,40000,192,30,1,7100000,4,285,4,4
118,0,75.9,0,0.77,0.77,0,7.69,3,18,1100000,2000,176,7,1,2500000,1,258,2,2
1525,0.12,86.9,0.06,5.56,1.01,0,11.1,3,23,3e+07,41000,175,30,0,53300000,4,11,3,3
95,0,83.3,0,3.64,5.45,0,8.18,2,20,1800000,5000,173,3,0,4000000,1,121,5,2
1334,0.27,67,0.14,2.03,1.08,0,4.39,4,23,4400000,15000,185,3,1,9100000,1,2396,5,2
1023,0,81.5,0.18,3.86,0.79,0,8.86,3,22,6e+06,31000,179,3,1,12600000,1,115,1,3
1023,0,81.5,0.18,3.86,0.79,0,8.86,2,24,1600000,2000,178,57,0,3100000,4,823,33,2
963,0,86.1,0.09,2.43,4.11,0,8.97,2,24,1.5e+07,48000,194,3,1,31500000,1,33,1,2
1024,0.44,72.7,0.09,0.35,0.18,0,3.51,4,22,6500000,24000,179,54,1,13500000,4,121,5,3
1002,0.09,80.2,0,4.86,2.7,0,6.94,3,26,9e+06,34000,185,4,1,17800000,1,96,1,5
1203,0,71.1,0.07,4.7,2.76,0,9.78,3,21,4200000,21000,184,16,0,8800000,1,2285,5,5
1772,0.05,74.2,0.2,2.64,0.25,0,7.01,3,22,2300000,8000,169,3,0,5100000,1,1639,5,3
990,0,90,0,3.82,4.27,0,11.6,2,22,29500000,73000,194,3,1,60500000,1,431,1,5
732,0.62,71.1,0.12,1.6,0.37,0,3.21,4,22,750000,950,190,60,0,1100000,4,1009,37,2
732,0.62,71.1,0.12,1.6,0.37,0,3.21,3,19,3e+05,750,188,57,1,735000,4,855,12,2
238,0.38,70.8,1.15,2.69,0.38,0,10,3,19,2900000,7000,177,3,0,7300000,1,2182,5,2
1416,0,74.9,0,6.31,1.4,0,12.2,3,22,9e+06,40000,178,3,0,18900000,1,319,1,5
809,0,84.8,0,5.11,2.22,0,11,3,31,7500000,20000,182,6,1,15800000,2,157,2,5
2341,0.12,80.5,0,3.46,5.46,0,11.4,2,30,2.1e+07,33000,182,7,0,44100000,1,50,2,2
108,0,71.4,0,1.67,6.67,0,5,2,26,2500000,20000,188,21,1,4400000,4,198,3,2
3384,0,73.2,0,0,0.05,0.05,4.28,1,21,20500000,34000,196,3,0,43100000,1,162,1,5
818,0,77.2,0,4.62,1.76,0,10,3,18,7e+06,17000,185,7,1,13300000,1,15,4,5
188,0.48,68.2,0,0.95,0.95,0,1.9,4,31,2e+06,14000,182,72,0,3600000,1,110,3,1
1582,0.17,73,0.06,0.4,0.91,0,3.98,4,22,7e+06,15000,187,21,1,15400000,4,2194,5,3
270,0,76.5,0,0,0,0,4,1,21,4100000,9000,187,18,1,7800000,1,79,3,4
2761,0,62.1,0,0,0.03,0.03,4.5,1,27,3900000,12000,192,5,1,7300000,1,22,3,1
338,0.26,64.9,0,0.79,1.05,0,5.79,3,33,2100000,21000,178,7,0,4400000,1,258,2,1
90,0,82.6,0,0,0,1,1,1,24,7e+06,43000,188,45,1,12400000,1,2247,3,3
178,0,81.1,0,2,0,0,3,4,20,550000,3000,172,7,1,1300000,1,22,2,3
283,0,85.2,0,3.23,0.97,0,9.68,3,20,1300000,3000,184,7,1,3500000,1,226,2,2
1861,0.24,70.7,0.1,1.45,0.63,0,5.07,4,23,3.1e+07,53000,185,21,1,65100000,4,319,1,3
436,0,86.4,0,5.63,0,0,7.5,3,19,2800000,6000,170,60,1,6200000,4,1365,5,3
2303,0.08,80.6,0.2,3.4,1.52,0,9.53,3,23,3700000,15000,193,3,1,8100000,1,86,5,3
2303,0.08,80.6,0.2,3.4,1.52,0,9.53,4,25,1400000,3000,190,3,1,2600000,1,2299,33,2
573,0.16,78.2,0.16,0.31,0.63,0,3.28,4,33,4800000,57000,188,30,1,9100000,4,1422,5,1
911,0.2,63.3,0.59,0.4,0.4,0,4.85,4,25,2400000,10000,182,34,1,4500000,4,110,3,3
2909,0.37,58.8,0.15,1.61,1.33,0.03,4.49,4,25,10500000,46000,187,4,1,21800000,1,142,1,4
3215,0.11,90.3,0.03,3,3.61,0.03,7.76,2,34,1800000,20000,184,57,1,3600000,4,475,5,1
3215,0.11,90.3,0.03,3,3.61,0.03,7.76,3,32,2400000,850,186,57,1,5000000,4,2553,22,1
814,0.56,81.3,0,0.78,0.22,0,4.56,4,22,3800000,10000,185,4,1,6500000,1,291,10,4
2777,0.26,65.1,0.16,0.68,0.71,0,3.53,4,27,3e+07,39000,186,7,1,65300000,1,50,2,7
2174,0.08,68.3,0.21,4.13,2.4,0,8.26,2,24,7500000,18000,181,2,0,14100000,2,141,4,3
2174,0.08,68.3,0.21,4.13,2.4,0,8.26,2,29,2500000,20000,188,2,1,4100000,2,685,21,1
2242,0,92.5,0,4.7,1.93,0.12,9.36,2,23,2900000,17000,185,2,0,5500000,2,64,3,3
267,0.33,88.5,0,4,0,0,8.67,3,29,3e+07,175000,176,7,1,61500000,1,4,2,1
2637,0,83,0,3.86,4.44,0.07,9.59,2,25,5500000,17000,184,52,1,12000000,4,62,2,3
2644,0.07,84.3,0.34,3.13,1.29,0.07,9.18,2,32,4.7e+07,2e+05,170,7,0,96400000,1,6,2,3
1488,0.06,75.3,0.12,2.06,0.18,0,5.27,3,26,2800000,14000,172,85,1,5800000,4,539,5,3
413,0,84.8,0,5.87,1.74,0,10.2,2,27,1.1e+07,34000,176,3,0,21700000,1,1616,5,4
2916,0,82.5,0.09,2.96,4.81,0.06,8.86,2,25,12500000,45000,192,11,1,24700000,1,72,1,5
2916,0,82.5,0.09,2.96,4.81,0.06,8.86,3,28,1200000,3000,178,11,1,1500000,1,318,32,2
796,0.11,65.6,0,2.95,0.91,0.11,4.55,4,18,2600000,3000,182,3,1,5200000,1,22,3,5
2019,0.13,76.5,0.13,3.57,0.4,0,6.96,4,29,5500000,52000,182,52,1,10500000,4,72,1,1
2428,0.04,75.5,0.07,2.7,0.48,0,6.63,3,25,2.8e+07,42000,175,3,1,55300000,1,2182,5,2
2629,0.14,82.8,0,4.52,5.79,0,11.1,2,25,10500000,42000,189,27,1,22100000,1,115,1,4
2332,0.08,83.1,0.12,4.02,1,0,9.58,3,23,6500000,17000,172,3,1,14300000,1,86,5,2
2790,0.1,84.5,0.26,3.52,0.97,0.06,7.87,3,18,3.7e+07,21000,186,4,1,70300000,1,21,4,4
958,0,92.4,0,3.3,1.42,0,5.19,2,28,27500000,90000,170,7,0,50900000,1,12,5,4
1732,0.05,81.7,0.26,2.03,0.31,0,7.03,3,31,1900000,14000,177,3,0,3800000,1,539,5,1
980,0,86.7,0,3.21,3.49,0,8.35,2,27,1100000,6000,192,3,1,2300000,1,539,5,2
1622,0,88.3,0.06,3.11,4,0,8,2,32,23500000,81000,190,16,1,44700000,1,1422,5,2
764,0,80.5,0,1.29,0.35,0,7.41,4,24,16500000,31000,174,57,1,31400000,4,54,3,1
2983,0.36,68,0.3,2.33,0.24,0,5.86,3,24,2.1e+07,57000,175,4,0,41500000,1,33,1,4
1800,0.1,74.4,0.1,4,0.6,0,9.7,3,27,6500000,23000,178,12,1,12200000,1,88,4,1
2078,0.39,78.4,0.35,2.55,0.48,0,7.71,3,25,3.6e+07,64000,185,16,1,63900000,1,21,4,3
388,0.23,73.3,0,2.56,3.72,0,8.6,2,19,2100000,9000,195,4,1,5300000,1,695,1,2
226,0.8,86.8,0.4,1.6,0.8,0,7.6,4,35,1e+06,15000,181,3,1,2000000,1,1365,5,1
2955,0.06,75.6,0.09,4.63,1.49,0,11.1,3,25,1e+07,33000,180,4,1,19800000,1,159,1,3
812,0.44,74.7,0,1.11,0.56,0.11,4.56,3,22,6e+06,23000,183,11,1,11400000,1,70,4,3
2611,0.38,70.1,0.1,1.1,0.52,0,5.62,4,20,4100000,13000,181,16,1,8200000,1,88,4,3
765,0,73.5,0,0,0,0,3.29,1,28,2400000,31000,196,4,1,4700000,1,72,1,2
2008,0,79.4,0.22,6.68,1.3,0,8.43,3,27,2e+06,15000,164,3,1,4000000,1,475,5,2
364,0.5,74.7,0,3.5,1,0,5.75,3,21,5e+06,15000,188,17,1,7500000,1,173,23,2
1298,0.07,78.5,0.14,2.22,0.21,0,4.93,3,34,1e+07,61000,178,7,1,17000000,1,64,3,1
3227,0.03,83.9,0.19,4.57,1.56,0,9.72,2,27,71500000,185000,182,8,1,137600000,1,3,1,4
2510,0.04,87.4,0,3.44,3.08,0,8.96,2,26,3300000,19000,185,54,1,6800000,4,132,5,2
1024,0.18,84.3,0,3.51,0.61,0,7.54,3,29,575000,4000,165,9,1,978000,3,1078,9,1
490,0,82.4,0,4.81,5.93,0,10,2,23,2300000,9000,195,16,0,4400000,1,170,3,3
2935,0.03,84.8,0.03,4.33,1.87,0.06,8.59,3,19,3400000,8000,179,3,1,7500000,1,188,5,3
1457,0,65.5,0.06,0,0.19,0,4.38,1,32,1.3e+07,33000,185,12,1,27300000,1,67,2,2
3046,0.15,67.4,0.33,4.97,1.24,0.03,6.01,2,28,9500000,29000,178,3,1,19000000,1,121,5,2
1670,0.05,75.4,0,2.74,1.45,0,9.95,3,32,5e+06,31000,184,4,1,9500000,1,159,1,1
1157,0.16,77.8,0.31,2.02,0.31,0,6.82,3,28,30500000,22000,173,9,1,61000000,3,14,6,1
1157,0.16,77.8,0.31,2.02,0.31,0,6.82,1,40,625000,23000,184,9,1,1100000,3,172,9,2
1025,0.53,83.4,0.09,1.84,0.26,0,4.91,4,27,825000,2000,171,3,1,1500000,1,660,33,5
1828,0,73.3,0.2,3.45,2.46,0,9.75,2,33,7500000,26000,171,7,0,16500000,1,1220,2,2
1828,0,73.3,0.2,3.45,2.46,0,9.75,1,25,725000,4000,185,8,1,1700000,1,226,2,1
2487,0.14,85.1,0.11,3.62,0.98,0,8.33,2,33,1.9e+07,95000,179,15,1,31400000,2,16,3,1
257,0,80.7,0,2.76,2.41,0,10.3,3,22,7e+06,31000,184,4,0,15400000,1,142,1,3
257,0,80.7,0,2.76,2.41,0,10.3,2,23,3600000,17000,170,4,0,7600000,1,1944,18,2
2804,0.48,78.9,0,1.25,0.32,0,4.81,4,21,3.2e+07,31000,177,59,1,67200000,3,2182,5,4
2804,0.48,78.9,0,1.25,0.32,0,4.81,2,21,1200000,2000,190,16,1,2200000,1,215,30,3
1002,0.27,94.5,0,2.61,4.05,0.09,6.67,2,26,24500000,64000,184,1,1,48400000,1,1422,5,1
316,0,90.1,0,3.43,0.86,0,6.57,3,20,5e+06,33000,175,3,1,10300000,1,12,5,2
469,0.19,73.3,0.38,2.69,0,0,7.12,4,19,2.3e+07,29000,171,1,1,48300000,1,2500,5,4
180,0,87.6,0,5.5,1.5,0,9.5,3,20,550000,2000,183,7,1,1300000,1,157,2,1
2008,0.13,72.3,0.04,1.88,0.27,0,5.34,3,29,3e+06,17000,180,86,1,6000000,4,539,5,3
548,0.33,91.1,0.16,1.31,0.66,0,4.26,3,27,24500000,83000,187,16,1,47200000,1,12,5,3
1134,0.16,67.5,0,2.7,0.32,0,6.67,3,25,3100000,17000,176,28,0,5800000,4,596,4,3
3007,0.03,75.4,0.09,4.55,2.75,0.03,8.14,2,23,2600000,10000,184,3,1,5400000,1,2396,5,2
90,0,84.8,0,0,0,0,2,1,24,1400000,4000,182,7,1,3200000,1,22,2,1
90,0,84.8,0,0,0,0,2,2,22,1e+06,3000,180,9,0,1900000,3,1078,9,3
90,0,84.8,0,0,0,0,2,2,22,1e+06,4000,178,9,1,1900000,3,258,9,4
718,0.38,67.5,0,2.25,0.5,0,7.25,3,21,3600000,16000,188,12,1,6800000,1,285,4,4
1348,0.07,83.2,0.07,3.87,4.07,0,12,2,33,1e+07,95000,188,51,1,19000000,1,45,1,2
1348,0.07,83.2,0.07,3.87,4.07,0,12,2,20,375000,2000,173,4,0,891000,1,2401,67,1
489,0,74.8,0.19,3.89,1.3,0,7.04,2,34,7e+05,11000,173,3,1,1400000,1,2396,5,1
2911,0,83.9,0.06,3.34,1.02,0,11.8,3,29,6500000,24000,173,3,1,13000000,1,188,5,2
1711,0,83.2,0.11,5.58,2.47,0,7.53,2,24,18500000,59000,184,7,0,36500000,1,162,1,4
3420,0,86.8,0.05,2.61,4.26,0.03,10.5,2,37,4600000,30000,191,8,1,8700000,1,2182,5,1
276,0,84.3,0,5.81,3.87,0,7.42,2,21,2600000,6000,185,7,0,6000000,1,62,2,4
1924,0.05,84.7,0.05,4.95,2.62,0.05,7.85,2,23,11500000,22000,187,6,1,26500000,2,18,2,5
2052,0.04,81.6,0.26,3.2,1.58,0,7.32,2,20,6500000,23000,171,12,1,12400000,1,27,4,4
1263,0.57,74.3,0.29,1,0.5,0,4,4,21,8.2e+07,61000,181,8,1,184500000,1,9,2,5
1263,0.57,74.3,0.29,1,0.5,0,4,4,29,1400000,10000,175,7,1,2800000,1,1947,67,1
3298,0,78.4,0.08,5.41,1.45,0,7.46,2,26,6500000,20000,172,7,0,14100000,1,62,2,5
108,0,75.8,0,0,0,0.83,7.5,3,34,1e+06,12000,187,7,1,2100000,1,458,6,2
108,0,75.8,0,0,0,0.83,7.5,4,28,2400000,12000,181,6,1,3600000,2,269,67,0
108,0,75.8,0,0,0,0.83,7.5,1,34,325000,8000,182,6,1,455000,2,68,67,1
108,0,75.8,0,0,0,0.83,7.5,4,28,1e+06,3000,167,7,1,1600000,1,824,67,1
108,0,75.8,0,0,0,0.83,7.5,1,20,2400000,3000,192,7,1,6500000,1,135,2,4
108,0,75.8,0,0,0,0.83,7.5,2,32,550000,600,186,15,1,743000,2,447,67,0
108,0,75.8,0,0,0,0.83,7.5,4,30,575000,500,171,40,1,1200000,2,1462,67,1
108,0,75.8,0,0,0,0.83,7.5,1,23,775000,2000,186,9,1,1500000,3,258,9,3
108,0,75.8,0,0,0,0.83,7.5,3,21,550000,500,170,82,0,1300000,2,222,67,1
108,0,75.8,0,0,0,0.83,7.5,2,25,375000,2000,184,9,1,713000,3,1794,9,5
2746,0,82.6,0.03,4.39,1.61,0.03,10.6,3,33,1500000,15000,179,3,1,3000000,1,539,5,2
746,0.24,67.3,0.24,1.93,0.36,0,4.94,4,19,2200000,13000,175,4,0,5600000,1,162,1,3
1619,0,86.8,0,4,3.28,0,7.44,2,29,1300000,10000,184,3,1,2600000,1,2565,5,3
331,0,79.7,0.27,5.14,2.16,0,11.9,2,24,43500000,1e+05,188,4,1,89200000,1,431,1,3
2576,0.07,73.4,0,4.69,5.1,0,10.7,2,29,6500000,23000,188,12,1,11700000,1,141,4,3
3067,0,89.8,0,4.43,3.37,0,8.68,2,28,5500000,26000,180,3,1,11400000,1,121,5,3
90,0,83.3,0,0,0,0,3,1,32,425000,6000,193,16,1,723000,1,49,4,3
1914,0.14,86.5,0.14,1.69,0.33,0,4.98,4,25,50500000,180000,180,4,1,97200000,1,3,1,6
279,0,73.6,0,1.61,0,0,4.19,4,29,3e+06,22000,185,17,1,6600000,1,282,2,1
1331,0.07,81.8,0.07,6.22,1.69,0,10.8,3,30,9e+06,50000,188,3,1,15300000,1,177,4,2
2409,0.07,83.7,0.07,5.34,2.99,0.04,10.9,2,19,12500000,27000,185,18,0,23800000,1,15,4,5
818,0.33,76.9,0,4.62,2.42,0,12.6,3,27,3500000,22000,186,16,1,6600000,1,281,4,1
2639,0.27,65.3,0.03,3.31,1.06,0,6.72,3,24,2.2e+07,66000,175,4,0,46200000,1,162,1,3
2553,0,75.8,0.21,5.28,2.85,0.07,9.79,3,31,1e+07,28000,185,16,0,18000000,1,88,4,2
2597,0.07,83.8,0.17,2.77,0.59,0,11.1,3,31,29500000,140000,182,4,1,54600000,1,431,1,4
2597,0.07,83.8,0.17,2.77,0.59,0,11.1,2,19,475000,650,168,49,1,1100000,1,1336,17,2
352,0,75,0,3.59,2.82,0,10.5,2,35,575000,8000,185,3,1,1200000,1,382,5,1
2078,0.52,78.3,0.22,3.03,0.61,0,6.67,3,28,17500000,35000,176,16,1,29800000,1,113,4,2
478,0,72.5,0,2.26,2.08,0,9.25,2,24,3100000,15000,186,16,0,5800000,1,88,4,1
478,0,72.5,0,2.26,2.08,0,9.25,2,34,230000,1000,188,43,1,288000,1,1009,37,0
579,0,89.9,0,3.91,0.47,0,8.91,3,32,925000,8000,171,13,1,1900000,2,539,5,1
579,0,89.9,0,3.91,0.47,0,8.91,2,22,3e+06,10000,185,7,1,6900000,1,112,2,5
1278,0.07,89.4,0,3.31,2.61,0,8.94,2,30,2500000,38000,185,2,0,4300000,2,10,3,1
2514,0,87.8,0.04,3.8,0.54,0.07,9.21,3,26,24500000,33000,183,7,1,53300000,1,22,2,2
998,0,80.2,0,5.23,2.97,0,8.74,2,23,15500000,64000,183,4,1,32600000,1,45,1,3
998,0,80.2,0,5.23,2.97,0,8.74,4,27,190000,550,176,105,1,271000,5,1969,67,2
1303,0,79.2,0.07,5.17,2,0.07,8.55,3,28,2700000,22000,182,11,1,5900000,1,167,2,1
1018,0,74.4,0.09,4.51,1.86,0,8.23,2,24,4800000,46000,176,4,1,9500000,1,695,1,1
1018,0,74.4,0.09,4.51,1.86,0,8.23,4,18,3e+05,500,177,47,0,765000,1,630,67,1
2474,0.11,85.1,0.33,3.89,1.05,0.07,12.3,3,26,1.08e+08,160000,177,16,1,186300000,1,1,4,4
2248,0.2,73.9,0.12,1.72,1.08,0,4.2,4,29,5500000,52000,184,43,1,10500000,1,319,1,2
2248,0.2,73.9,0.12,1.72,1.08,0,4.2,2,20,1600000,2000,180,35,0,2300000,5,498,67,1
2736,0.07,89.6,0.03,3.06,3.75,0.1,10.8,2,22,5.3e+07,33000,181,3,1,121900000,1,22,2,3
453,0.2,65.1,0.2,1.2,0.2,0,6.6,4,23,1100000,7000,187,3,0,2400000,1,379,5,2
2891,0.06,86,0,4.45,5.92,0,8.22,2,27,2500000,13000,185,3,1,5200000,1,382,5,2
2058,0.04,76.2,0,2.45,5.85,0,7.73,2,27,1.2e+07,37000,188,4,1,23700000,1,96,1,3
1446,0.31,65.1,0.19,1.18,0.81,0,5.4,3,23,1500000,6000,189,3,0,3100000,1,2396,5,2
2313,0,75.6,0,0.04,0,0,5.1,1,35,625000,13000,180,3,1,1300000,1,121,5,1
3420,0,52.3,0,0,0,0.05,5.26,1,28,9500000,24000,186,6,1,21600000,2,167,2,4
1959,0.23,66,0.05,1.79,0.37,0,5.28,4,20,2900000,8000,184,16,1,7000000,1,596,4,3
262,0,78.6,0,5.86,2.07,0,7.93,2,23,6e+06,24000,178,51,0,12600000,1,96,1,4
262,0,78.6,0,5.86,2.07,0,7.93,1,33,525000,4000,198,4,1,919000,1,733,17,3
1976,0.23,69.6,0.18,3.23,0.32,0,5.77,3,21,4600000,13000,182,11,1,10700000,1,49,4,5
367,0.49,85.2,0,3.66,0.24,0,6.34,3,28,17500000,115000,175,4,1,32400000,1,24,1,1
444,0.41,78.9,0.2,1.84,0.41,0,4.29,4,27,2200000,35000,185,12,1,4300000,1,179,1,1
1782,0,81.9,0,2.83,1.52,0,6.77,2,22,6e+06,21000,177,14,1,11900000,1,1359,5,4
1445,0.06,79.2,0.06,5.16,0.25,0,9.25,3,23,6500000,34000,181,2,1,13700000,2,2285,5,5
462,0,76.1,0,3.92,3.14,0,3.73,2,35,1300000,3000,179,7,1,1600000,1,1036,67,1
462,0,76.1,0,3.92,3.14,0,3.73,4,20,2100000,4000,188,6,0,4500000,2,273,67,2
462,0,76.1,0,3.92,3.14,0,3.73,3,21,1600000,4000,182,6,1,2700000,2,121,67,3
462,0,76.1,0,3.92,3.14,0,3.73,2,19,1600000,3000,183,7,0,4500000,1,282,2,2
462,0,76.1,0,3.92,3.14,0,3.73,2,19,6e+05,5000,179,7,0,1500000,1,13,1,1
462,0,76.1,0,3.92,3.14,0,3.73,1,19,350000,500,180,55,1,823000,2,328,64,4
180,0,71,0,0,0,0,4,1,32,1200000,15000,195,11,1,1600000,1,173,23,4
2459,0.44,72.3,0.29,2.38,0.37,0,4.91,3,24,41500000,1e+05,175,4,1,82000000,1,45,1,3
2351,0.04,83.2,0.11,2.38,0.54,0.04,7.82,3,23,3500000,9000,177,3,0,7000000,1,110,3,4
2351,0.04,83.2,0.11,2.38,0.54,0.04,7.82,2,19,325000,500,183,3,1,674000,1,52,67,4
386,0,81.3,0,3.72,0.47,0,11.6,3,33,1200000,19000,180,7,1,2600000,1,167,2,1
2105,0.04,90.7,0.04,2.86,1.24,0,10.2,3,31,1900000,29000,184,3,1,3600000,1,2500,5,1
2105,0.04,90.7,0.04,2.86,1.24,0,10.2,3,22,230000,500,185,47,1,403000,1,983,67,0
879,0.1,71.7,0.1,4.18,0.92,0,8.88,4,28,21500000,14000,170,40,1,32300000,2,614,12,2
879,0.1,71.7,0.1,4.18,0.92,0,8.88,2,34,7e+05,32000,177,9,1,1200000,3,172,9,1
879,0.1,71.7,0.1,4.18,0.92,0,8.88,3,26,2200000,5000,176,40,1,3500000,2,439,12,1
879,0.1,71.7,0.1,4.18,0.92,0,8.88,3,21,3600000,11000,180,7,1,8300000,1,258,2,1
879,0.1,71.7,0.1,4.18,0.92,0,8.88,1,27,1100000,800,187,15,1,1600000,2,855,67,5
879,0.1,71.7,0.1,4.18,0.92,0,8.88,1,23,2300000,14000,191,7,1,4400000,1,15,4,3
879,0.1,71.7,0.1,4.18,0.92,0,8.88,4,20,1700000,2000,178,7,1,3100000,1,451,67,1
879,0.1,71.7,0.1,4.18,0.92,0,8.88,2,18,450000,500,182,7,1,788000,1,191,67,1
672,0.13,66.5,0,2,0.67,0,3.6,3,33,9e+06,1e+05,170,7,0,16700000,1,24,1,1
2790,0.1,90,0.1,3.68,3.9,0.03,12.1,2,29,30500000,130000,194,54,1,56400000,4,431,1,3
434,0,57.8,0,1.46,0,0,5.42,3,22,4200000,14000,183,7,1,10100000,1,1220,2,3
1439,0,83.3,0.19,4.44,2.63,0,12.6,3,33,3500000,46000,178,49,1,6700000,1,72,1,2
3090,0.09,75,0.12,4.55,1.11,0,8.4,3,26,16500000,58000,178,49,0,32600000,1,73,1,4
490,0,86.7,0,3.7,6.3,0.19,11.3,2,24,3200000,15000,182,7,1,6000000,1,88,4,2
853,0,83.2,0.11,6,2.32,0,11.5,3,35,7e+06,76000,175,4,1,13000000,1,431,1,1
1977,0.05,76.5,0,3.73,2.5,0,7.41,2,32,2900000,21000,175,7,1,6100000,1,233,2,1
1701,0,73.2,0.16,3.39,1.38,0.05,7.72,3,22,3700000,22000,188,27,1,7800000,1,179,1,4
2855,0.06,76.4,0.16,3.47,1.83,0,9.27,2,28,3800000,17000,185,15,0,8000000,2,157,2,3
1966,0.46,64.7,0.23,0.73,0.55,0,3.67,4,39,3600000,19000,188,7,1,7600000,1,226,2,1
1966,0.46,64.7,0.23,0.73,0.55,0,3.67,3,33,1500000,32000,186,9,1,2600000,3,855,9,0
1966,0.46,64.7,0.23,0.73,0.55,0,3.67,3,21,250000,800,171,20,0,494000,2,764,53,2
604,0,85.5,0,5.22,4.63,0,8.96,2,37,425000,9000,172,97,0,850000,4,382,5,3
604,0,85.5,0,5.22,4.63,0,8.96,3,23,3300000,8000,184,33,1,5600000,2,273,67,2
630,0,70,0,0,0,0,5,1,35,210000,6000,185,3,1,420000,1,2565,5,2
