"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
2970,0.06,84.3,0.03,3.76,1.06,0,10.8,3,34,9500000,88000,170,8,1,18100000,1,58,1,1
2970,0.06,84.3,0.03,3.76,1.06,0,10.8,2,23,3e+06,4000,182,8,0,5100000,1,973,12,0
1117,0,89.5,0,3.06,3.39,0,9.76,4,25,4e+06,8000,171,40,1,8700000,2,951,6,1
1117,0,89.5,0,3.06,3.39,0,9.76,2,27,2100000,5000,183,15,1,3300000,2,435,12,1
1473,0.06,63.6,0.12,4.51,1.22,0,7.5,3,26,2800000,27000,179,4,1,5500000,1,96,1,1
1473,0.06,63.6,0.12,4.51,1.22,0,7.5,3,31,850000,3000,178,49,1,1500000,1,724,17,1
1473,0.06,63.6,0.12,4.51,1.22,0,7.5,1,39,35000,850,188,47,0,61000,1,2165,67,1
1465,0.31,83.4,0.31,4.42,0.25,0,9.94,3,18,1.3e+07,19000,180,16,1,29600000,1,1,4,5
2932,0,74.1,0,0,0,0,4.26,1,27,23500000,44000,191,6,1,41700000,2,25,3,4
1471,0.06,82,0.06,2.82,0.8,0,9.14,2,24,1.5e+07,35000,185,11,1,26600000,1,25,3,4
1786,0,77.7,0.15,2.22,1.82,0,7.12,2,35,1.3e+07,30000,172,7,1,27300000,1,22,2,3
1786,0,77.7,0.15,2.22,1.82,0,7.12,2,27,750000,3000,182,6,1,1100000,2,546,67,0
903,0,74.4,0,7,2,0,8.3,2,20,3200000,15000,178,4,1,6700000,1,319,1,3
2735,0.07,83.1,0,3.45,5.95,0.03,9.14,2,27,3200000,18000,185,17,0,6000000,1,195,4,1
2735,0.07,83.1,0,3.45,5.95,0.03,9.14,2,26,425000,750,180,17,1,563000,1,759,32,0
245,0,58.2,0.37,0.37,0.37,0,4.07,4,28,14500000,23000,188,54,1,21800000,4,82,20,2
1143,0,78.2,0.08,3.62,0.63,0,7.95,3,30,2200000,28000,177,34,0,4000000,4,549,3,1
3420,0,58.3,0,0,0.03,0.08,4.63,1,28,1.12e+08,130000,188,66,1,238000000,1,9,2,2
2587,0,77.7,0,0,0.03,0.07,5.09,1,27,1.1e+07,20000,189,14,1,22800000,1,188,5,3
1832,0.15,80.8,0.1,6.76,1.13,0.05,10.8,3,21,2200000,6000,189,54,1,4800000,4,1365,5,5
525,0,78.6,0,1.72,0.17,0,6.38,3,32,1.1e+07,23000,187,6,1,23100000,2,157,2,1
3323,0.35,71.1,0.11,0.95,0.62,0,4.12,4,29,2.1e+07,46000,184,2,1,35700000,2,298,3,2
3323,0.35,71.1,0.11,0.95,0.62,0,4.12,4,19,4500000,20000,182,2,1,11400000,2,319,1,4
3323,0.35,71.1,0.11,0.95,0.62,0,4.12,3,28,1600000,5000,177,8,1,3400000,1,951,6,1
3323,0.35,71.1,0.11,0.95,0.62,0,4.12,4,24,975000,2000,185,8,1,2200000,1,442,6,2
3150,0,52.3,0,0.03,0.03,0,4.8,1,27,3.3e+07,83000,185,4,0,65200000,1,695,1,3
436,0,86.9,0,0,0,0,4.17,1,26,2e+06,25000,195,16,1,4000000,1,1422,5,3
180,0,40.5,0,0,0,0,5,1,24,1800000,8000,187,7,1,4100000,1,258,2,3
180,0,40.5,0,0,0,0,5,3,25,1300000,3000,184,7,1,2100000,1,191,67,3
180,0,40.5,0,0,0,0,5,3,20,450000,500,175,22,1,1100000,2,696,67,1
2467,0.22,86.2,0.04,3.8,0.99,0,6.5,3,20,2900000,16000,180,4,1,7300000,1,73,1,2
198,0,85.8,0.45,3.18,0.45,0,8.64,3,23,1.1e+07,43000,184,3,1,23100000,1,1422,5,3
118,0,83.3,0,1.54,1.54,0,9.23,3,24,7e+06,36000,182,12,0,13800000,1,72,1,3
1382,0.13,65.5,0.13,1.82,0.78,0,4.42,4,31,3600000,33000,185,4,1,6800000,1,159,1,1
1775,0.05,74.9,0,2.69,1.68,0.05,8.17,2,28,9500000,52000,175,3,0,16200000,1,177,4,2
223,0,70.4,0.4,4.4,0,0,6,2,19,5e+05,1000,175,4,1,1200000,1,2644,67,1
135,0,65.5,0,0,0,0,1.33,1,34,275000,27000,193,4,1,523000,1,58,1,1
1429,0.13,75.5,0,3.4,1.89,0,10.1,2,23,1700000,9000,183,43,1,3200000,1,74,4,2
880,0.1,84.9,0,4.59,0.82,0,11,2,29,1400000,10000,181,5,1,2500000,1,22,3,1
1533,0.06,77,0,2.88,1.47,0,6.35,2,24,8e+06,19000,185,3,1,16600000,1,188,5,1
1900,0.14,82.5,0.14,1.99,0.24,0.09,6.87,3,21,116500000,150000,180,4,1,224300000,1,24,1,5
1851,0.19,75.9,0.05,3.59,1.6,0,8.79,3,28,5500000,48000,178,52,0,10500000,4,72,1,2
588,0,77.1,0.15,3.08,1.85,0,9.85,2,31,5500000,25000,179,3,1,9900000,1,281,4,4
1392,0.06,84.3,0.06,4.65,1.94,0,11.5,3,24,10500000,24000,185,12,1,18600000,1,198,3,3
1117,0.24,67,0.16,1.13,1.69,0,5.4,4,23,3600000,17000,193,16,0,6800000,1,195,4,4
709,0,86.1,0,4.56,1.14,0.25,8.61,3,21,3100000,23000,168,4,1,6500000,1,162,1,3
1983,0.09,80.2,0.05,2.86,1.5,0.09,9.68,3,29,5500000,37000,184,4,1,10500000,1,96,1,2
226,0,67,0,5.2,2.8,0,7.2,2,27,4400000,21000,179,6,0,9600000,2,112,2,4
226,0,67,0,5.2,2.8,0,7.2,2,25,1400000,3000,183,8,1,3000000,1,442,6,1
226,0,67,0,5.2,2.8,0,7.2,4,31,5e+05,4000,190,8,1,775000,1,1244,25,5
226,0,67,0,5.2,2.8,0,7.2,2,22,1200000,9000,184,8,1,2300000,1,36,3,1
226,0,67,0,5.2,2.8,0,7.2,4,22,575000,2000,175,2,1,819000,2,658,46,1
226,0,67,0,5.2,2.8,0,7.2,1,23,240000,500,196,13,1,564000,2,588,67,0
604,0.15,77.5,0,5.52,3.88,0,11.5,2,24,9500000,19000,184,12,1,17800000,1,88,4,2
90,0,89.5,0,0,0,0,3,1,30,575000,11000,188,4,1,1100000,1,179,1,2
90,0,75,0,0,0,0,6,1,28,1900000,31000,188,4,0,3800000,1,73,1,2
811,0,78.2,0,5.33,5.11,0,10.8,2,27,4500000,39000,185,4,1,8900000,1,115,1,1
1119,0.08,92.7,0,1.77,3.31,0.08,6.94,2,27,4.1e+07,140000,188,4,1,78900000,1,3,1,5
3285,0,68,0.03,0.03,0.08,0.08,6.03,1,28,1.5e+07,65000,192,8,1,29600000,1,58,1,5
3285,0,68,0.03,0.03,0.08,0.08,6.03,2,25,5500000,22000,182,2,0,10500000,2,1356,67,3
604,0,82.3,0,5.97,2.24,0,8.36,2,23,2400000,15000,184,11,1,5300000,1,682,1,3
2878,0.06,89.9,0.06,3.13,5.22,0.06,9.94,2,25,17500000,43000,195,16,1,31100000,1,27,4,2
735,0,82.6,0,4.63,3.66,0,5.61,2,22,9e+06,49000,180,4,1,18900000,1,23,1,4
3106,0.03,71.6,0.06,4.14,6.26,0.14,10.9,2,28,24500000,46000,188,4,1,48400000,1,159,1,1
290,0.31,82.4,0.31,2.19,0.31,0,5.31,4,24,725000,4000,185,3,1,1500000,1,539,5,1
1192,0.23,60.3,0.23,4.24,1.06,0,8.41,3,19,4e+06,10000,178,16,1,8000000,1,88,4,3
3115,0.03,87.8,0,4.51,3.87,0,9.42,2,21,15500000,20000,190,3,1,32600000,1,1359,5,5
1399,0,88.3,0.06,2.58,1.81,0.06,6.97,2,26,3300000,23000,182,16,1,5900000,1,54,3,4
547,0.16,87.9,0,3.61,2.3,0,7.54,2,32,3600000,42000,192,4,1,6800000,1,72,1,1
483,0,82.2,0.19,4.26,5.74,0,9.26,2,23,6500000,25000,191,16,0,12400000,1,285,4,2
878,0,81.2,0,4.8,2.76,0,6.84,2,26,3300000,15000,177,56,0,6800000,1,2396,5,3
1806,0.75,72.2,0.1,0.7,0.8,0,2.14,4,34,3.3e+07,180000,179,4,1,62700000,1,45,1,2
2874,0.03,78.1,0.03,4.92,3.04,0.03,9.97,2,29,9e+06,52000,184,12,1,17100000,1,179,1,2
2319,0.16,84.5,0.31,2.79,1.01,0,7.87,3,28,29500000,66000,177,3,1,52400000,1,28,3,3
567,0,91.9,0,4.92,6.51,0.16,7.46,2,28,13500000,83000,199,11,1,26700000,1,45,1,3
2279,0.04,72,0,5.85,3.83,0.04,10.5,3,26,1400000,1000,176,15,1,2000000,2,375,67,3
2487,0,80,0,3.7,3.77,0.04,8.77,2,31,3100000,39000,188,4,1,5900000,1,72,1,2
2487,0,80,0,3.7,3.77,0.04,8.77,2,25,1400000,5000,167,4,1,2700000,1,711,18,2
3215,0.28,78.4,0.14,3,1.23,0.03,11.6,3,26,33500000,69000,173,4,1,66200000,1,115,1,5
1598,0.06,72.6,0,4.04,2.58,0,8.82,2,27,2900000,18000,177,12,0,5200000,1,596,4,4
2038,0.09,80.8,0,4.38,0.71,0,6.5,3,21,12500000,26000,186,4,1,26300000,1,96,1,5
1180,0.38,68,0.08,1.83,1.22,0,5.42,4,22,4800000,15000,190,11,1,7200000,1,129,23,4
630,0,75.7,0,0,0,0.14,4.71,1,30,3700000,13000,189,12,1,6700000,1,22,3,1
678,0,53.8,0.13,3.2,0.27,0,6.67,3,26,3300000,25000,178,7,1,6900000,1,67,2,1
471,0,78.1,0.19,2.12,1.15,0,7.88,3,39,8500000,23000,179,7,1,17900000,1,38,2,1
471,0,78.1,0.19,2.12,1.15,0,7.88,2,25,1e+07,10000,190,7,1,18000000,1,277,67,2
471,0,78.1,0.19,2.12,1.15,0,7.88,3,22,2700000,5000,172,7,0,4900000,1,180,67,2
2558,0.14,79.2,0.04,4.23,1.65,0.04,8.49,4,24,6e+06,32000,186,2,1,11900000,2,96,1,3
2273,0.24,89.7,0.08,5.06,0.83,0.04,10.6,3,29,52500000,170000,180,5,1,97100000,1,5,1,2
1211,0.15,70.5,0.22,3.56,1.41,0,7.48,3,31,2500000,16000,175,7,1,5300000,1,157,2,1
3122,0.4,61.2,0.12,0.81,1.35,0,4.7,4,31,9e+06,27000,192,7,1,19800000,1,282,2,1
183,0,59,0,3,5.5,0,7,2,25,2500000,8000,184,7,0,5800000,1,157,2,2
183,0,59,0,3,5.5,0,7,4,21,550000,1000,182,7,1,1200000,1,1522,67,1
2131,0.68,80.2,0.17,2.7,0.38,0.04,5.32,3,28,5500000,23000,172,7,1,11600000,1,38,2,3
1995,0.05,72.1,0.14,4.01,3.65,0.05,8.38,2,23,11500000,33000,196,43,1,25300000,1,142,1,5
1527,0.12,77.5,0.12,4.24,1.88,0.12,8.47,2,26,4600000,26000,192,34,1,8200000,4,70,4,3
2646,0.03,79.2,0.03,3.95,2.45,0,5.03,2,23,3900000,12000,180,3,1,7300000,1,22,3,5
754,0,68.4,0,4.05,2.26,0,8.57,3,20,6e+05,2000,190,43,1,1400000,1,170,3,3
1354,0.07,90.7,0,3.07,3.8,0,8.2,2,26,6500000,27000,184,39,1,11500000,1,54,3,3
388,0,74.5,0,2.33,2.56,0,4.88,3,31,5e+05,5000,178,3,1,1000000,1,2565,5,1
1229,0.22,74,0.07,1.09,0.44,0,3.58,4,26,1e+07,33000,184,21,1,17800000,4,298,3,3
1481,0.06,86,0.06,3.82,1.52,0,9.94,3,23,1.1e+07,15000,174,69,1,25300000,1,135,2,3
865,0.21,68.8,0,3.33,0.31,0,7.19,3,24,4800000,19000,178,7,1,11000000,1,258,2,2
499,0.36,69,0.36,2,1.45,0,6.55,4,30,1800000,20000,184,16,1,3200000,1,74,4,3
683,0.39,74.5,0.26,2.5,0.92,0,5,4,31,14500000,60000,184,16,1,24700000,1,27,4,2
2593,0.94,84.7,0.42,0.63,0.52,0,3.13,4,33,6.6e+07,350000,185,3,1,135300000,1,4,2,2
696,0,77.6,0,2.21,1.95,0,10.9,3,34,6500000,46000,185,52,1,11100000,4,285,4,1
696,0,77.6,0,2.21,1.95,0,10.9,2,24,1200000,2000,191,52,1,2800000,4,594,6,2
1210,0,82.6,0,3.58,4.03,0,11.3,2,25,4e+06,22000,187,5,1,7100000,1,198,3,1
2520,0,78.3,0,0,0,0.04,5.29,1,29,5.2e+07,88000,197,1,0,92300000,1,177,4,3
1359,0.4,78.4,0.13,2.05,0.33,0,6.09,3,25,8.1e+07,120000,180,3,1,139700000,1,1,4,2
850,0.53,58.9,0,1.06,1.06,0,2.45,4,29,1600000,16000,197,60,1,3200000,4,132,5,1
2790,0.06,88.1,0.06,4.16,4.19,0,9.81,2,22,4400000,18000,190,23,1,9700000,1,121,5,5
720,0,60.1,0,0,0.13,0,3.88,1,30,5500000,28000,190,4,1,10900000,1,96,1,4
2201,0.61,75.5,0.33,1.47,0.73,0,7.1,3,30,125500000,350000,181,1,1,232200000,1,3,1,4
2049,0.04,76.5,0.18,4.82,0.96,0,10,3,27,18500000,55000,183,16,0,31500000,1,27,4,3
285,0.31,78.3,0,2.19,0,0,7.81,3,22,1.5e+07,38000,175,21,1,31500000,4,2285,5,4
1735,0,84.5,0,5.08,3.73,0,9.79,2,28,1800000,24000,184,57,1,3200000,4,130,3,2
1492,0.36,72,0.12,1.45,1.02,0,2.71,4,23,25500000,37000,187,11,1,50400000,1,1359,5,3
912,0.1,68.7,0.1,2.57,0.2,0,4.85,3,23,2800000,19000,185,4,0,5800000,1,682,1,2
681,0,68.9,0.13,5.79,2.76,0,10,2,26,2800000,18000,189,34,1,5300000,4,88,4,2
2142,0,71.6,0.21,4.45,2.56,0,8.7,2,30,4800000,42000,174,7,1,9100000,1,319,1,3
560,0,77.8,0,3.23,1.45,0,5.81,2,23,1400000,6000,180,27,1,2900000,1,86,5,4
2385,0.42,79.9,0.11,1.13,0.04,0,4.45,4,34,5e+06,27000,172,3,1,10000000,1,86,5,2
2411,0,83.6,0,3.81,6.08,0.04,13.7,2,26,6e+06,23000,184,16,1,10700000,1,79,3,2
397,0.23,78.6,0,2.95,4.32,0,12.5,2,25,6e+06,46000,191,4,0,11900000,1,73,1,1
1809,0.4,81.6,0.15,1.34,1.49,0,4.33,3,22,94500000,130000,188,16,0,193700000,1,5,1,4
90,1,92.2,0,3,11,0,6,2,21,1800000,4000,190,7,1,4100000,1,38,2,1
308,0,71.1,0,6.18,2.35,0,6.76,2,19,1600000,8000,183,12,1,4000000,1,58,1,4
1264,0.29,77,0.36,1.36,0.71,0,4.36,4,24,20500000,83000,185,34,0,40500000,4,45,1,3
121,0,76.3,0,2.31,1.54,0,4.62,4,19,3300000,19000,182,2,1,7500000,2,16,3,5
1899,0,91.1,0.05,3.84,0.85,0,8.91,3,30,24500000,83000,178,66,1,41700000,1,15,4,2
181,0,76,0,3.5,2,0,9,3,19,2e+06,5000,184,3,0,5500000,1,67,2,4
2183,0.08,88,0,5.56,0.86,0,10,3,20,3300000,9000,185,3,1,7700000,1,113,4,4
2405,0.11,87.4,0.04,3.75,3.11,0,8.31,2,30,55500000,105000,187,21,1,94400000,4,10,3,2
1240,0.29,80.2,0.29,3.99,0.8,0.07,8.7,3,24,33500000,65000,180,23,1,59500000,1,15,4,2
896,0,79.9,0,2.1,0.3,0,7.2,3,26,5e+06,35000,176,27,1,8900000,1,130,3,3
410,0,81.6,0,2.83,3.26,0,6.96,2,30,1500000,20000,190,47,1,2900000,1,159,1,2
288,0,71.1,0.31,2.5,1.88,0,8.44,2,29,3700000,44000,178,3,1,6300000,1,10,3,1
313,0,94.4,0,2.86,2.57,0,6.29,2,30,3e+07,80000,189,48,1,51000000,1,10,3,3
1391,0,70.3,0,4.84,2.58,0,10.2,2,26,2.1e+07,59000,184,14,1,37300000,1,177,4,2
3023,0.83,80.2,0.54,0.83,0.39,0,3.57,4,22,1.94e+08,230000,182,3,1,373500000,1,12,5,1
2706,0.03,73.8,0,3.19,1.83,0,7.61,3,29,3e+06,29000,183,49,0,6000000,1,682,1,2
354,0,79.8,0,2.56,0.77,0,12.8,3,27,3200000,24000,183,16,1,5800000,1,74,4,3
1235,0,83.3,0,3.21,1.75,0.07,7.66,3,25,2500000,11000,185,3,1,5200000,1,2194,5,3
1856,0,91.7,0,0,0,0.05,4.66,1,34,15500000,130000,185,44,1,28700000,3,12,5,3
2361,0.19,62.3,0.31,1.34,0.23,0,4.5,4,29,3e+06,22000,188,23,1,5400000,1,88,4,3
1596,0,81.5,0.06,5.59,1.69,0.06,12.1,3,25,32500000,82000,178,4,1,64200000,1,162,1,3
1596,0,81.5,0.06,5.59,1.69,0.06,12.1,3,19,3e+05,500,190,47,1,525000,1,1936,67,1
519,0.34,73.9,0,3.1,0.69,0,8.28,3,24,2500000,6000,184,7,0,4500000,1,277,67,4
1098,0,91.5,0.16,2.79,2.79,0,7.38,2,26,4900000,20000,186,12,0,10700000,1,22,2,4
831,0.43,56.2,0.11,2.72,1.3,0,5.76,4,19,1100000,4000,183,16,1,2700000,1,281,4,4
349,0.26,54.5,0.51,2.56,2.05,0,11.8,3,27,1300000,11000,180,52,1,2300000,4,88,4,2
315,0,82.5,0,6.86,7.14,0.29,9.14,2,24,3e+06,15000,189,16,0,5600000,1,281,4,1
3330,0,72,0,0,0.03,0.05,4.3,1,34,9e+06,115000,189,11,1,17100000,1,45,1,2
852,0,62,0,2.21,1.89,0,6.63,4,27,3200000,43000,180,17,0,6100000,1,319,1,2
169,0,64.1,0,4.21,6.32,0,13.7,2,19,875000,2000,186,3,1,1800000,1,281,4,4
419,0.21,72.6,0.21,5.96,0.21,0,13.2,3,27,3200000,20000,175,23,0,5800000,1,88,4,1
1015,0.35,79.9,0.18,3.19,0.27,0,5.58,4,19,5500000,19000,174,52,1,11600000,4,2500,5,5
1915,0.05,77.7,0.14,2.44,2.16,0,8.03,2,24,3.1e+07,69000,178,49,0,65100000,1,13,1,3
2296,0.47,79.5,0.2,1.76,0.43,0,5.96,4,28,1.4e+07,68000,185,54,1,26600000,4,1422,5,3
2880,0,65.2,0,0,0.03,0.03,5.16,1,30,20500000,31000,189,16,1,34900000,1,49,4,3
976,0,79.2,0,3.61,1.39,0.09,9.35,2,30,36500000,74000,173,4,1,74800000,1,9,2,2
877,0,73.4,0.21,3.51,2.27,0,9.59,2,25,5500000,62000,179,48,0,10600000,1,431,1,4
2569,0,88.5,0.07,2.04,3.82,0.07,12,2,29,6500000,31000,194,16,1,11100000,1,70,4,1
2436,0.33,67,0.33,1.37,0.33,0,4.06,4,28,3.7e+07,83000,179,16,0,70300000,1,2285,5,3
1755,0,88.9,0.1,2.46,1.23,0,7.95,2,31,3.9e+07,170000,183,4,1,72200000,1,3,1,3
1755,0,88.9,0.1,2.46,1.23,0,7.95,3,31,4e+05,1000,177,17,1,500000,1,1626,32,2
2633,0.03,78.8,0.07,4.06,1.5,0.03,8.6,2,24,1.5e+07,41000,174,4,1,29600000,1,115,1,4
850,0,65.1,0.11,1.28,0.53,0,5.64,4,21,2300000,6000,185,52,1,3900000,4,334,16,3
2078,0.04,88.9,0,2.51,6.06,0,7.1,2,26,3e+07,75000,190,3,1,59300000,1,33,1,4
2508,0.04,85.6,0.07,2.87,1.18,0,8.28,3,29,52500000,90000,176,7,1,107600000,1,9,2,3
2956,0,81.6,0.06,6.13,0.34,0,8.87,3,28,5500000,18000,170,3,1,11400000,1,382,5,4
560,0,88.2,0,2.9,6.29,0.16,4.03,2,25,7500000,19000,182,22,0,16300000,2,226,2,3
2738,0.39,73.7,0.26,2.01,1.05,0.03,3.75,4,27,16500000,29000,197,3,0,34200000,1,86,5,3
655,0.82,68.4,0,1.1,0.82,0,3.42,4,28,14500000,56000,184,6,1,24700000,2,27,4,3
2353,0.19,83.1,0.34,2.03,0.23,0,7.13,3,28,42500000,95000,183,7,1,72300000,1,36,3,4
616,0,80.4,0.29,4.12,2.06,0,9.26,2,21,950000,5000,179,3,1,2400000,1,2500,5,4
793,0,80.7,0.11,3.18,3.18,0,7.05,2,27,8e+06,23000,181,17,0,17400000,1,22,2,4
2272,0.08,78.2,0.08,5.28,2.7,0.04,10.4,2,29,6500000,63000,185,4,1,12400000,1,162,1,2
761,0.12,66.5,0.24,2.59,0.35,0,5.06,3,23,41500000,75000,178,50,0,82000000,3,73,1,4
950,0,92.3,0,4.25,3.3,0,9.34,2,22,9e+06,24000,187,6,1,18900000,2,1616,5,3
1789,0.05,73.1,0.1,5.48,1.56,0,8.69,3,21,5e+06,13000,174,96,1,10000000,1,88,4,3
146,0,75.9,0,3.75,1.25,0,10.6,3,18,1300000,5000,172,4,0,3800000,1,162,1,3
646,0,83.6,0,4.31,5.69,0,10.4,2,19,3100000,7000,188,4,0,5900000,1,198,3,3
2961,0.3,79.6,0.15,2.28,0.21,0.03,6.35,3,23,16500000,24000,180,3,0,36300000,1,132,5,3
399,0,71.5,0,4.77,4.32,0,5,2,25,1100000,10000,195,18,1,2100000,1,549,3,1
2005,0.22,86.5,0,2.29,3.95,0.04,7.26,2,34,17500000,110000,190,5,1,28900000,1,16,3,3
1713,0.37,73.1,0.16,2,1,0,4.63,4,25,6500000,19000,183,6,1,14100000,2,157,2,5
2263,0.04,81.4,0,4.3,4.58,0,7.93,2,21,2600000,6000,184,3,0,5700000,1,2396,5,4
246,0,74,0,1.85,2.59,0,10.7,3,23,4300000,19000,181,38,0,7600000,1,113,4,3
3330,0.05,75.9,0,2.92,6.41,0.08,7.43,2,30,8500000,19000,190,13,0,17900000,2,135,2,3
466,0,82.7,0,5.96,1.73,0,6.73,2,20,4900000,8000,184,119,0,8100000,6,582,10,2
175,0,85.4,0,2.63,1.58,0,9.47,3,26,1300000,13000,178,5,1,2400000,1,549,3,2
1445,0.06,83.8,0.06,3.48,3.42,0,9.94,2,31,2100000,23000,186,5,1,3600000,1,298,3,1
1814,0,85.3,0.05,3.71,5.79,0.15,12.5,2,29,4700000,60000,188,49,0,8900000,1,162,1,3
2332,0,81.8,0,3.94,1.24,0,10.6,3,25,4100000,28000,183,60,1,7700000,4,549,3,4
2332,0,81.8,0,3.94,1.24,0,10.6,3,18,625000,750,175,52,1,1200000,4,958,23,1
180,0,90.6,0,3,1,0,8,3,19,3e+05,6000,170,4,1,870000,1,58,1,2
836,0.22,83.5,0,2.47,0,0,6.13,3,20,2200000,8000,176,3,0,4600000,1,1359,5,3
2294,0.12,74.2,0.08,2.31,2.12,0.08,7.18,2,33,3900000,28000,186,5,1,6600000,1,198,3,1
1950,0.09,87.3,0.09,3.18,1.52,0,8.25,3,26,13500000,71000,189,1,1,26700000,1,58,1,2
1950,0.09,87.3,0.09,3.18,1.52,0,8.25,2,20,325000,800,188,1,1,772000,1,1290,17,1
1269,0,76.8,0.28,3.62,2.98,0,8.51,2,27,40500000,110000,178,3,0,77000000,1,695,1,2
541,0,71.7,0,1,1.17,0,2.83,4,23,6500000,16000,185,1,1,14100000,1,135,2,3
1742,0,83.8,0,4.33,1.6,0,7.16,2,26,1.5e+07,55000,178,3,1,29600000,1,1422,5,3
2573,0.03,89.1,0,2.31,4.16,0.1,8.99,2,29,1.3e+07,56000,192,4,1,25700000,1,179,1,4
958,0.38,87.9,0.28,1.51,0.19,0,7.64,3,24,33500000,16000,180,15,1,73700000,2,14,6,3
958,0.38,87.9,0.28,1.51,0.19,0,7.64,3,22,3100000,4000,180,44,1,5300000,3,652,12,1
958,0.38,87.9,0.28,1.51,0.19,0,7.64,2,17,375000,500,178,22,0,1200000,2,253,67,2
2491,0,92,0,3.32,3.94,0,7.4,2,24,2.6e+07,44000,187,2,1,49400000,2,36,3,1
2491,0,92,0,3.32,3.94,0,7.4,1,24,975000,1000,198,2,0,2100000,2,908,6,3
661,0,85.1,0,5.34,1.37,0,8.77,3,24,1600000,7000,177,5,1,3000000,1,513,3,4
716,0.13,79.7,0,4,3.5,0,8.5,2,17,775000,500,187,16,1,1800000,1,285,4,1
1396,0.19,83.2,0.19,3.81,1.03,0.13,10.6,3,26,9.3e+07,140000,189,16,1,160400000,1,1,4,5
555,0,68.2,0.48,2.9,0,0,4.68,4,23,2700000,8000,178,21,1,5900000,4,2194,5,3
161,0,74.6,0,5.56,1.67,0,7.22,3,19,575000,2000,183,16,0,1400000,1,141,4,4
2020,0.09,70.6,0.13,1.43,0.76,0,7.54,3,25,1700000,17000,183,49,1,3200000,1,1811,3,5
699,0,79,0.13,1.79,0,0,4.62,4,19,9e+06,20000,181,2,1,18900000,2,1616,5,4
2030,0,90.2,0.04,4.47,2.79,0.04,10.6,2,25,44500000,85000,184,3,0,76800000,1,1,4,3
2030,0,90.2,0.04,4.47,2.79,0.04,10.6,4,20,1100000,500,181,40,1,2600000,2,1701,67,4
2583,0.24,69.5,0.07,2.09,0.98,0,5.51,4,26,2200000,18000,184,16,1,4100000,1,281,4,3
2290,0.43,79.7,0.31,2.56,0,0,5.75,4,30,65500000,125000,163,5,1,111400000,1,10,3,1
153,0,65.4,0,1.76,0,0,2.94,4,20,1300000,4000,180,3,1,2900000,1,2194,5,3
1648,0,87.2,0.05,4.15,3.83,0,10,2,25,26500000,67000,187,16,1,47000000,1,15,4,3
194,0,67,0,1.82,0.45,0,10,2,25,2e+06,19000,184,16,1,3600000,1,285,4,1
933,0,91.2,0.1,4.04,4.04,0.1,7.88,2,35,3700000,19000,186,3,1,7400000,1,1365,5,1
2327,0.08,73,0,5.21,2.82,0,8.84,2,28,2100000,18000,182,16,1,3800000,1,281,4,1
200,0,72.4,0.45,10.5,4.09,0,5.91,2,29,950000,1000,197,14,1,1300000,1,1698,67,1
200,0,72.4,0.45,10.5,4.09,0,5.91,2,18,6e+05,800,186,3,1,1600000,1,2194,5,2
1697,0,92.2,0,4.81,1.75,0,10.2,3,34,9e+06,64000,179,2,1,15300000,2,36,3,1
626,0,81.7,0,5,1.14,0,9.57,3,21,1900000,6000,187,3,1,4200000,1,188,5,4
495,0,78.7,0,0,0,0,5.82,1,26,1600000,9000,195,5,1,3000000,1,513,3,2
1832,0.29,76.8,0.39,3.73,0.54,0,7.75,3,23,16500000,36000,179,18,0,34700000,1,2500,5,5
425,0.21,67.1,0,0.85,0.64,0,2.98,4,29,2300000,35000,182,5,1,4100000,1,1811,3,2
2282,0.83,74.8,0.12,1.85,0.28,0,4.57,4,23,7.8e+07,145000,174,6,1,138500000,2,2247,3,2
2282,0.83,74.8,0.12,1.85,0.28,0,4.57,2,23,2.5e+07,16000,178,6,0,40000000,2,955,7,2
1431,0.06,91.2,0,4.84,2.96,0,10.1,2,25,13500000,40000,183,6,1,25700000,2,64,3,4
3046,0,55.2,0,0.06,0.06,0.06,5.8,1,22,1.3e+07,14000,190,8,1,29900000,1,226,2,4
2153,0.25,84.9,0.59,0.92,0,0,4.85,4,34,7.8e+07,320000,170,6,0,144300000,2,12,5,2
2693,0.1,79.4,0.1,3.04,1.04,0,10.1,3,26,17500000,24000,175,7,1,38100000,1,226,2,3
522,0.34,85,0,2.76,0.17,0,2.59,4,25,2800000,16000,182,73,1,5800000,4,86,5,2
1775,0.1,75.3,0.3,2.59,1.07,0,7.06,3,28,2.6e+07,105000,174,2,1,49400000,2,23,1,3
160,0,81.3,0.56,0.56,0,0,5.56,4,25,2200000,17000,184,3,1,4300000,1,373,18,1
1539,0.53,73,0.47,1.58,0.29,0,5.79,4,30,3e+07,70000,179,15,1,51000000,2,25,3,3
1396,0,78.7,0.26,3.23,2.26,0,5.87,2,18,2900000,3000,180,16,0,6700000,1,113,4,5
1627,0.44,67.9,0,1.44,0.55,0,4.2,4,22,8500000,43000,185,16,1,16200000,1,177,4,4
2125,0.25,76.7,0.17,3.47,1.02,0,5.08,4,26,39500000,46000,188,6,1,83000000,2,22,2,3
